pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,is_hit,is_home_run,is_walk,is_strikeout,is_stolen_base,at_bat,home_away
SL,2026-08-07,86.7,1.85,6.02,"Crow-Armstrong, Pete",691718,663738,single,hit_into_play,,,,,13.0,Pete Crow-Armstrong singles on a ground ball to second baseman Michael Massey. Carson Kelly scores. Pedro Ramírez scores. Dansby Swanson to 3rd. Throwing error by second baseman Michael Massey.,R,L,L,KC,CHC,X,4.0,ground_ball,0,0,2026,-0.34,0.17,-0.9005343391090324,1.7458628683366957,608348.0,699393.0,621020.0,2,2,Top,167.72,151.07,,,,,-5.785575000596662,-126.18749299376935,-4.144387822443614,-2.4760179894702774,25.467546659752863,-29.734315093881143,3.202452428,1.616190945,16.0,86.2,-6.0,87.0,2339.0,6.4,824081,695600,695506,686681,679845,677951,686555,686475,516782,54.08,0.172,0.155,0.9,1.0,1.0,0.0,2.0,16,1,Slider,1,0,0,1,2,1,2,1,Infield shade,Standard,283.0,-0.178,0.54,71.5,8.0,,0.201,-0.54,88.0,1,-1,0.575,0.425,29,24,30,24,2,1,3.0,1.0,5.0,1,2.86,-0.34,-0.34,43.0,14.286509934851471,-6.036805096664627,34.2403799848991,41.48066719070758,38.91096664974491,1,0,0,0,0,1,away
CH,2026-08-07,85.2,-2.29,4.84,"Crow-Armstrong, Pete",691718,696131,field_out,hit_into_play,,,,,13.0,Pete Crow-Armstrong lines out to second baseman Michael Massey.,R,L,R,KC,CHC,X,4.0,line_drive,0,1,2026,-0.96,0.4,-1.0136163205273672,2.360532611531343,,,,2,8,Top,147.25,143.26,,,,,4.992322354931368,-124.04311154335431,-0.1268187562391924,-10.875281172133606,25.518502684426927,-28.21066689793181,3.202452428,1.616190945,154.0,98.2,10.0,86.2,1306.0,7.0,824081,695600,695506,686681,679845,677951,686555,686475,516782,53.52,0.74,0.721,0.0,1.0,0.0,0.0,4.0,63,2,Changeup,2,6,6,2,6,2,6,2,Standard,Standard,252.0,0.002,-0.216,74.9,7.8,,0.895,0.216,98.2,-4,4,0.042,0.958,26,24,27,24,3,4,50.0,1.0,5.0,1,2.74,0.96,-0.96,23.0,20.073575267596382,-2.0687968439866387,29.877886943729987,44.88015970456722,39.06666796301646,0,0,0,0,0,1,away
FF,2026-08-07,94.5,-1.95,5.24,"Crow-Armstrong, Pete",691718,696131,walk,ball,,,,,11.0,Pete Crow-Armstrong walks.,R,L,R,KC,CHC,B,,,3,0,2026,-0.92,1.32,-0.2162349988947782,3.658993644833629,,,,2,4,Top,,,,,,,6.559141561955438,-137.49713754559437,-1.2697755017468877,-13.116198271628123,30.22748207160616,-15.403283381530311,3.202452428,1.616190945,,,,94.9,2048.0,6.5,824081,695600,695506,686681,679845,677951,686555,686475,516782,53.97,,0.698334,0.7,1.0,0.0,0.0,,32,4,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,223.0,-0.003,0.128,,,,,-0.128,,-3,3,0.205,0.795,26,24,27,24,1,2,50.0,1.0,5.0,1,1.24,0.92,-0.92,29.7,,,,,,0,0,1,0,0,0,away
FF,2026-08-07,93.1,-2.28,5.07,"Crow-Armstrong, Pete",691718,696131,walk,ball,,,,,12.0,Pete Crow-Armstrong walks.,R,L,R,KC,CHC,B,,,3,0,2026,-1.15,1.02,0.5137068224194943,3.415875553747007,,,,0,7,Top,,,,,,,9.676703820272984,-135.33830132226038,-0.5984158534143568,-16.17681270497036,29.095309890866417,-19.729870373841067,3.202452428,1.616190945,,,,93.6,2043.0,6.6,824081,695600,695506,686681,679845,677951,686555,686475,516782,53.88,,0.698334,0.7,1.0,0.0,0.0,,51,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,227.0,-0.009,0.173,,,,,-0.173,,-2,2,0.171,0.829,26,24,27,24,2,3,50.0,1.0,5.0,1,1.61,1.15,-1.15,26.7,,,,,,0,0,1,0,0,0,away
SL,2026-08-07,88.7,1.7,6.01,"Crow-Armstrong, Pete",691718,663738,strikeout,swinging_strike,,,,,14.0,Pete Crow-Armstrong strikes out swinging.,R,L,L,KC,CHC,S,2.0,,1,2,2026,-0.23,0.3,0.0950328752807035,1.464139553400384,,,,0,1,Top,,,,,,,-3.389209923597806,-129.25002598127162,-5.555063860390582,-1.9723729452274383,23.24928979408457,-27.976327323114788,3.202452428,1.616190945,,,,89.4,2323.0,6.4,824081,695600,695506,686681,679845,677951,686555,686475,516782,54.15,,0.0,0.0,1.0,0.0,0.0,,1,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,178.0,0.015,-0.186,74.0,8.3,3.498972744,,0.186,,0,0,0.507,0.493,29,24,30,24,1,0,3.0,1.0,5.0,1,2.56,-0.23,-0.23,41.4,29.162192124024735,-33.89269500924405,37.94625537146481,28.689740775187573,49.580088428035154,0,0,0,1,0,1,away
CS,2026-08-08,65.8,-2.28,4.93,"Crow-Armstrong, Pete",691718,607625,strikeout,swinging_strike,,,,,13.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,KC,CHC,S,2.0,,1,2,2026,1.48,-0.6,-1.004964841028294,1.556863488190734,,,,1,5,Top,,,,,,,-0.0450393546234518,-95.68558002200808,3.2613897504601534,9.04177996609202,15.8941588852027,-36.60943764692787,3.202452428,1.616190945,,,,65.2,2538.0,6.0,824079,695600,695506,686681,679845,677951,686555,664728,670231,54.54,,0.0,0.0,1.0,0.0,0.0,,37,4,Slow Curve,4,2,2,4,2,4,2,4,Infield shade,Standard,63.0,0.014,-0.183,59.2,8.4,4.437682956,,0.183,,2,-2,0.786,0.214,36,24,37,24,3,2,6.0,1.0,6.0,1,5.9,-1.48,1.48,20.0,31.824647681236865,-36.15854318483158,34.23222644967696,48.25258833438655,63.93999196335509,0,0,0,1,0,1,away
FF,2026-08-08,91.0,-2.02,5.3,"Crow-Armstrong, Pete",691718,607625,walk,ball,,,,,11.0,Pete Crow-Armstrong walks. Tyrone Taylor to 2nd.,R,L,R,KC,CHC,B,,,3,0,2026,-0.68,1.11,-0.616601145334534,3.467044571964553,,,621438.0,2,3,Top,,,,,,,4.935608653736573,-132.45237668687955,-0.97579248808039,-9.056452090958077,27.86478844801007,-19.086331946258316,3.202452428,1.616190945,,,,90.6,2095.0,6.0,824079,695600,695506,686681,679845,677951,686555,664728,670231,54.51,,0.698334,0.7,1.0,0.0,0.0,,19,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,222.0,-0.008,0.069,,,,,-0.069,,3,-3,0.807,0.193,36,24,37,24,2,1,6.0,1.0,6.0,1,1.64,0.68,-0.68,26.7,,,,,,0,0,1,0,0,0,away
CU,2026-08-08,81.6,-1.56,5.67,"Crow-Armstrong, Pete",691718,663878,strikeout,swinging_strike_blocked,,,,,14.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,KC,CHC,S,2.0,,0,2,2026,1.01,-0.85,0.6023634677899441,0.7051170507047044,,624424.0,,2,9,Top,,,,,,,2.8484457170241564,-118.7705958260502,-2.647267398799178,8.963641202431118,24.172726244090256,-39.850361401942095,3.202452428,1.616190945,,,,82.7,2726.0,7.2,824079,695600,695506,686681,679845,677951,686555,664728,670231,53.32,,0.0,0.0,1.0,0.0,0.0,,73,4,Curveball,6,3,3,6,3,6,3,6,Strategic,Standard,46.0,0.008,-0.182,67.7,8.8,5.436361488,,0.182,,3,-3,0.992,0.008,29,24,30,24,1,4,2.0,1.0,3.0,1,4.29,-1.01,1.01,52.7,25.054556289269964,-49.23446814906725,35.56273164786434,28.98337233140521,60.794578389054195,0,0,0,1,0,1,away
CH,2026-08-08,85.8,-2.15,5.38,"Crow-Armstrong, Pete",691718,607625,field_out,hit_into_play,,,,,13.0,Pete Crow-Armstrong flies out to left fielder Isaac Collins.,R,L,R,KC,CHC,X,7.0,fly_ball,1,2,2026,-1.12,0.07,-0.167630739929397,1.4647280100509783,,,,0,1,Top,76.34,109.38,,,,,6.870410027763861,-124.8738293693997,-2.942788507256595,-13.021840821620634,23.027085259916753,-31.09683988901738,3.202452428,1.616190945,260.0,83.5,42.0,85.5,1752.0,5.9,824079,695600,695506,686681,679845,677951,686555,664728,670231,54.61,0.006,0.005,0.0,1.0,0.0,0.0,3.0,1,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,248.0,0.015,-0.186,75.0,7.9,,0.009,0.186,88.0,0,0,0.507,0.493,36,24,37,24,1,0,6.0,1.0,6.0,1,3.01,1.12,-1.12,25.6,11.199145633577686,-1.4199575922896803,47.11362785522672,33.511096619831754,32.72431186975979,0,0,0,0,0,1,away
FF,2026-08-08,95.3,-2.59,4.82,"Crow-Armstrong, Pete",691718,670167,walk,ball,,,,,11.0,Pete Crow-Armstrong walks. Tyrone Taylor to 2nd.,R,L,R,KC,CHC,B,,,3,2,2026,-0.61,0.98,-1.3975234498091451,4.439620481263887,,,621438.0,2,7,Top,,,,,,,4.508446108406092,-138.757729754802,2.465569437968639,-8.85879003956834,28.42022707941211,-20.12436826749757,3.202452428,1.616190945,,,,96.1,2173.0,6.5,824079,695600,695506,686681,679845,677951,686555,664728,670231,53.96,,0.698334,0.7,1.0,0.0,0.0,,55,6,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,236.0,-0.035,0.214,,,,,-0.214,,1,-1,0.737,0.263,32,24,32,24,1,3,4.0,1.0,2.0,1,1.51,0.61,-0.61,18.5,,,,,,0,0,1,0,0,0,away
CU,2026-08-09,81.3,-1.24,5.69,"Crow-Armstrong, Pete",691718,668834,double,hit_into_play,,,,,13.0,Pete Crow-Armstrong doubles (23) on a fly ball to left fielder Starling Marte.,R,L,R,KC,CHC,X,7.0,fly_ball,0,2,2026,0.54,-0.32,-0.354696112548702,1.2291048107735971,,,,1,7,Top,59.48,68.3,,,,,0.9137766815594044,-118.5889141094576,-2.664368071036003,5.032271930372415,19.526276214108183,-34.9693981213781,3.202452428,1.616190945,361.0,99.2,27.0,82.5,2191.0,6.7,824078,571912,521692,686681,679845,686475,516782,664728,695506,53.83,0.489,0.86,1.25,1.0,1.0,1.0,6.0,59,3,Curveball,2,10,10,2,10,2,10,2,Infield shade,Standard,50.0,-0.001,0.743,73.6,7.4,,1.583,-0.743,99.2,-8,8,0.005,0.995,28,24,29,24,2,4,3.0,1.0,23.0,2,3.71,-0.54,0.54,28.5,2.655110595950441,4.07651862859702,43.76508322914467,35.952383929662936,35.26478567306915,1,0,0,0,0,1,away
ST,2026-08-09,82.3,-2.33,5.35,"Crow-Armstrong, Pete",691718,677976,strikeout,called_strike,,,,,1.0,Pete Crow-Armstrong called out on strikes.,R,L,R,KC,CHC,S,2.0,,3,2,2026,0.79,0.0,-0.5178698381688036,3.1684989229067546,,,,0,3,Top,,,,,,,2.4581309997034935,-119.8750362218044,1.6484473555750645,7.23521053424498,21.27885981168432,-32.658239648415865,3.202452428,1.616190945,,,,81.3,2383.0,5.4,824078,571912,521692,686681,679845,686475,516782,664728,695506,55.11,,0.0,0.0,1.0,0.0,0.0,,16,6,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Standard,51.0,0.027,-0.346,,,,,0.346,,-1,1,0.383,0.617,31,24,31,24,2,1,5.0,1.0,6.0,2,3.34,-0.79,0.79,18.2,,,,,,0,0,0,1,0,1,away
FF,2026-08-09,91.9,-1.93,5.52,"Crow-Armstrong, Pete",691718,677976,force_out,hit_into_play,,,,,2.0,"Pete Crow-Armstrong grounds into a force out, second baseman Michael Massey to shortstop Tyler Tolbert. Tyrone Taylor out at 2nd. Pete Crow-Armstrong to 1st.",R,L,R,KC,CHC,X,4.0,ground_ball,1,2,2026,-0.75,0.49,-0.2356408399849794,2.9873321727200635,,,621438.0,1,4,Top,157.58,151.58,,,,,5.8554038841401415,-133.93353481592013,-1.5391175961211374,-10.230037124541266,25.430315069674595,-26.104888874217103,3.202452428,1.616190945,123.0,93.3,8.0,91.8,1950.0,5.9,824078,571912,521692,686681,679845,686475,516782,664728,695506,54.6,0.557,0.512,0.0,1.0,0.0,0.0,4.0,29,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shade,Standard,240.0,0.012,-0.242,73.3,6.6,,0.625,0.242,93.3,-3,3,0.19,0.81,31,24,31,24,3,2,5.0,1.0,6.0,2,2.17,0.75,-0.75,20.9,11.858439980769884,5.423218149298294,25.791693104879425,35.44944298915432,32.99500667783126,0,0,0,0,0,1,away
FC,2026-08-09,88.4,-1.73,5.34,"Crow-Armstrong, Pete",691718,668834,walk,ball,,,,,14.0,Pete Crow-Armstrong walks.,R,L,R,KC,CHC,B,,,3,1,2026,0.19,0.71,0.9291945921554908,1.5329899332292316,,,,1,6,Top,,,,,,,6.053749875694281,-128.6472408271228,-4.56253467781275,0.966260830604445,24.48850829311388,-23.598624627438852,3.202452428,1.616190945,,,,89.4,2455.0,6.7,824078,571912,521692,686681,679845,686475,516782,664728,695506,53.77,,0.698334,0.7,1.0,0.0,0.0,,47,5,Cutter,2,4,4,2,4,2,4,2,Infield shade,Standard,196.0,-0.011,0.244,,,,,-0.244,,-2,2,0.231,0.769,28,24,29,24,1,3,3.0,1.0,23.0,2,2.19,-0.19,0.19,22.7,,,,,,0,0,1,0,0,0,away
FF,2026-08-09,91.0,-2.0,5.63,"Crow-Armstrong, Pete",691718,677976,strikeout,swinging_strike,,,,,11.0,Pete Crow-Armstrong strikes out swinging.,R,L,R,KC,CHC,S,2.0,,0,2,2026,-1.07,0.8,-0.5972822214794462,3.329489543743172,,,,0,1,Top,,,,,,,5.734559708227663,-132.3487611423203,-1.3951508054284454,-13.832216665988575,30.214166834313247,-22.70510815822571,3.202452428,1.616190945,,,,89.6,2120.0,5.6,824078,571912,521692,686681,679845,686475,516782,664728,695506,54.89,,0.0,0.0,1.0,0.0,0.0,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,250.0,0.013,-0.164,74.6,7.2,0.945874152,,0.164,,0,0,0.509,0.491,31,24,31,24,1,0,5.0,1.0,6.0,2,1.97,1.07,-1.07,20.9,22.734570119045355,-3.0505967308491737,26.354302621548175,38.32242295918523,33.660056548663064,0,0,0,1,0,1,away
FA,2026-08-09,55.2,-3.07,6.37,"Crow-Armstrong, Pete",691718,668942,force_out,hit_into_play,,,,,9.0,"Pete Crow-Armstrong grounds into a force out, second baseman Michael Massey to shortstop Tyler Tolbert. Tyrone Taylor out at 2nd. Pete Crow-Armstrong to 1st.",R,L,R,KC,CHC,X,4.0,ground_ball,1,0,2026,-0.58,1.21,0.7163730974784307,1.574875132679118,,,621438.0,0,9,Top,144.02,165.28,,,,,6.256140895076389,-80.03141022172474,1.148863710835336,-3.344111048859998,10.870234118899916,-27.3939965712586,3.202452428,1.616190945,71.0,59.8,8.0,53.4,1337.0,4.8,824078,571912,695506,686681,679845,686475,516782,664728,670231,55.73,0.179,0.168,0.0,1.0,0.0,0.0,2.0,77,2,Other,2,10,10,2,10,2,10,2,Infield shade,Standard,221.0,0.0,-0.382,71.4,6.7,,0.212,0.382,88.0,-8,8,0.001,0.999,32,24,32,24,1,5,,1.0,,2,6.36,0.58,-0.58,31.9,-2.7490906483872037,-2.4068325940673096,47.283463618019,21.939210000917512,38.96607464341353,0,0,0,0,0,1,away
SL,2026-08-11,88.6,-2.63,5.74,"Crow-Armstrong, Pete",691718,668820,field_out,hit_into_play,,,,,6.0,Pete Crow-Armstrong pops out to second baseman Nasim Nuñez.,R,L,R,WSH,CHC,X,4.0,popup,2,2,2026,0.33,0.42,0.715588721203717,2.6477845580071007,663538.0,624424.0,621020.0,2,5,Top,156.58,129.98,,,,,7.397866611913315,-129.00351523746784,-2.2609966789209373,2.326005503175368,24.14405653712516,-27.192430104110677,3.202452428,1.616190945,191.0,71.2,52.0,89.3,2093.0,6.5,822697,695670,665953,683083,691781,682928,687605,696285,686611,54.02,0.146,0.144,0.0,1.0,0.0,0.0,3.0,44,7,Slider,3,6,6,3,6,3,6,3,Strategic,Standard,161.0,0.034,-0.205,83.2,6.9,,0.193,0.205,88.0,-3,3,0.158,0.842,28,24,29,24,1,3,3.0,2.0,3.0,1,2.46,-0.33,0.33,38.3,16.17137005918633,-9.60602983527905,29.63012734041767,24.96335374398098,39.33524340884897,0,0,0,0,0,1,away
FF,2026-08-11,94.6,-2.16,5.56,"Crow-Armstrong, Pete",691718,663623,home_run,hit_into_play,,,,,2.0,Pete Crow-Armstrong homers (27) on a fly ball to right field.,R,L,R,WSH,CHC,X,,fly_ball,3,2,2026,-0.96,0.97,-0.1813470558111946,3.110118948848128,,,,0,3,Top,,,,,,,7.38361883770737,-137.7278890511797,-2.846557256032792,-13.722954910409111,26.51939431998488,-19.2614315917024,3.202452428,1.616190945,437.0,111.5,28.0,96.6,2369.0,7.1,822697,695670,665953,683083,691781,682928,687605,696285,686611,53.38,1.0,2.0,2.0,1.0,0.0,3.0,6.0,19,9,4-Seam Fastball,3,1,1,3,2,3,2,3,Strategic,Standard,232.0,-0.094,1.028,77.5,7.2,,4.0,-1.028,111.5,2,-2,0.706,0.294,29,24,29,24,2,1,6.0,2.0,5.0,1,1.54,0.96,-0.96,30.1,18.15755732066229,-7.909815751355213,26.29593788158953,36.02487994665226,41.25809371505849,1,1,0,0,0,1,away
FF,2026-08-11,87.2,2.57,4.53,"Crow-Armstrong, Pete",691718,676680,strikeout,swinging_strike,,,,,11.0,Pete Crow-Armstrong strikes out swinging.,R,L,L,WSH,CHC,S,2.0,,0,2,2026,0.3,0.89,-1.3261551918494296,2.455040821885054,,608348.0,621020.0,1,4,Top,,,,,,,-9.768643607360126,-126.84049164527752,-0.6285393107993544,4.913745120782848,20.657819996750256,-22.45235641795705,3.202452428,1.616190945,,,,87.0,2492.0,5.8,822697,695670,665953,683083,691781,682928,687605,696285,686611,54.75,,0.0,0.0,1.0,0.0,0.0,,32,3,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,125.0,0.028,-0.141,68.7,7.2,0.651570732,,0.141,,-1,1,0.355,0.645,30,24,30,24,1,2,3.0,2.0,1.0,1,2.06,0.3,0.3,6.3,5.323845966982449,12.780011596121664,32.395157008939925,47.31146776214603,21.672374022941604,0,0,0,1,0,1,away
FF,2026-08-11,94.9,-1.81,5.58,"Crow-Armstrong, Pete",691718,663623,field_out,hit_into_play,,,,,8.0,Pete Crow-Armstrong pops out to third baseman Brady House in foul territory.,R,L,R,WSH,CHC,X,5.0,popup,3,1,2026,-1.12,0.98,0.1333080600700187,1.968666751618928,,,,0,1,Top,77.88,177.26,,,,,7.676985164255749,-138.13120845693666,-5.9981868160053535,-15.945017741222392,24.82135877518925,-18.446395462775364,3.202452428,1.616190945,132.0,74.7,67.0,97.0,2305.0,7.0,822697,695670,665953,683083,691781,682928,687605,696285,686611,53.47,0.001,0.0,0.0,1.0,0.0,0.0,3.0,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,229.0,0.036,-0.449,78.0,7.6,,0.001,0.449,88.0,0,0,0.486,0.514,29,24,29,24,1,0,6.0,2.0,5.0,1,1.51,1.12,-1.12,28.6,10.14556386887081,-3.0500771140515153,39.620400896338026,31.22944224139869,35.67128378959186,0,0,0,0,0,1,away
FF,2026-08-11,95.5,-1.1,6.72,"Crow-Armstrong, Pete",691718,571945,field_out,hit_into_play,,,,,8.0,Pete Crow-Armstrong flies out to left fielder José Tena.,R,L,R,WSH,CHC,X,7.0,fly_ball,2,2,2026,-0.74,1.17,-0.1222735609441114,1.9272797380686968,,,,0,8,Top,53.19,92.49,,,,,4.211780979861787,-138.85361868052183,-9.407366176445736,-10.481216064854662,28.950944099816123,-15.165677009413836,3.202452428,1.616190945,319.0,91.1,34.0,95.5,2166.0,6.2,822697,695670,694673,683083,691781,682928,677588,696285,686611,54.35,0.029,0.035,0.0,1.0,0.0,0.0,3.0,66,5,4-Seam Fastball,4,7,7,4,7,4,7,4,Infield shade,Standard,217.0,0.005,-0.232,77.5,7.4,,0.063,0.232,91.1,-3,3,0.073,0.927,37,24,38,24,1,4,5.0,2.0,,1,1.32,0.74,-0.74,46.7,6.066851006537736,3.7243844156596824,37.67326644359808,35.10360887202323,29.059166483172955,0,0,0,0,0,1,away
FF,2026-08-12,90.0,-2.14,5.03,"Crow-Armstrong, Pete",691718,592866,field_out,hit_into_play,,,,,2.0,Pete Crow-Armstrong lines out to left fielder José Tena.,R,L,R,WSH,CHC,X,7.0,line_drive,0,2,2026,-0.07,0.76,-0.2264544572918289,3.0074936247859867,,,,0,8,Top,86.31,84.52,,,,,4.890693464352198,-131.1787929819308,-0.6298696663654497,-1.68895348333255,23.197984911169783,-23.38891723675342,3.202452428,1.616190945,302.0,88.4,22.0,91.6,2187.0,6.8,822698,695670,694673,683083,691781,682928,677588,696285,686611,53.69,0.294,0.297,0.0,1.0,0.0,0.0,3.0,73,3,4-Seam Fastball,5,10,10,5,10,5,10,5,Infield shade,Standard,218.0,0.001,-0.164,73.6,6.2,,0.422,0.164,88.4,-5,5,0.018,0.982,34,24,34,24,1,4,3.0,1.0,6.0,1,2.01,0.07,-0.07,15.3,7.323825616062609,12.480337215401674,27.65979465356592,36.114353150686874,28.883914256199972,0,0,0,0,0,1,away
FF,2026-08-12,89.2,-2.1,4.93,"Crow-Armstrong, Pete",691718,592866,field_out,hit_into_play,,,,,6.0,"Pete Crow-Armstrong grounds out, first baseman Abimelec Ortiz to pitcher Trevor Williams.",R,L,R,WSH,CHC,X,3.0,ground_ball,0,2,2026,-0.01,0.56,0.4187097178897734,2.629288864425587,664023.0,699393.0,,2,9,Top,150.29,166.88,,,,,6.191986062475962,-129.98050475102673,-0.7923913155011842,-1.2122211250710782,22.129341792902828,-25.718452501776454,3.202452428,1.616190945,63.0,74.1,4.0,90.5,2250.0,6.6,822698,695670,694673,683083,691781,682928,677588,696285,686611,53.93,0.242,0.229,0.0,1.0,0.0,0.0,2.0,85,3,4-Seam Fastball,5,12,12,5,12,5,12,5,Infield shade,Standard,212.0,0.0,-0.157,76.5,6.8,,0.281,0.157,88.0,-7,7,0.001,0.999,34,24,34,24,2,5,3.0,1.0,6.0,1,2.25,0.01,-0.01,16.3,9.5457065244768,-0.5616483348803051,31.4656158145476,28.107207939103773,33.186233021457056,0,0,0,0,0,1,away
SL,2026-08-12,87.0,2.02,5.59,"Crow-Armstrong, Pete",691718,800600,double,hit_into_play,,,,,9.0,Pete Crow-Armstrong doubles (24) on a line drive to right fielder Dylan Crews. Pedro Ramírez scores. Dansby Swanson to 3rd.,R,L,L,WSH,CHC,X,9.0,line_drive,1,0,2026,-0.05,0.19,0.5074673430067302,1.6934371891384283,,699393.0,621020.0,0,5,Top,203.42,117.97,,,,,-3.523790815544265,-126.73289983328492,-3.422443672299308,0.1836951882874051,24.445241338147863,-29.667560648569328,3.202452428,1.616190945,276.0,86.8,20.0,88.4,2253.0,7.0,822698,695670,665953,683083,691781,682928,687605,696285,686611,53.54,0.603,0.564,1.25,1.0,1.0,1.0,4.0,38,2,Slider,1,0,0,1,1,1,1,1,Standard,Standard,176.0,-0.176,0.69,77.1,7.7,,0.699,-0.69,88.0,1,-1,0.497,0.503,23,24,23,24,3,2,,1.0,6.0,1,2.8,-0.05,-0.05,38.5,14.797196566822112,-12.120722939421691,37.1971302582858,25.8703300467654,41.77925108120813,1,0,0,0,0,1,away
SL,2026-08-12,86.2,1.85,5.8,"Crow-Armstrong, Pete",691718,800600,strikeout,foul_tip,,,,,12.0,Pete Crow-Armstrong strikes out on a foul tip.,R,L,L,WSH,CHC,S,2.0,,1,2,2026,-0.11,0.33,0.0442117296578913,3.5162008624352694,,,,0,3,Top,,,,,,,-4.07586821050061,-125.64658024140512,0.2452198981874152,-0.4085492829657212,23.543231050422616,-28.863370830137843,3.202452428,1.616190945,,,,87.8,2257.0,7.0,822698,695670,665953,683083,691781,682928,687605,696285,686611,53.49,,0.0,0.0,1.0,0.0,0.0,,20,4,Slider,1,0,0,1,0,1,0,1,Strategic,Standard,240.0,0.018,-0.186,60.4,5.6,,,0.186,,1,-1,0.62,0.38,23,24,23,24,2,1,,1.0,6.0,1,2.7,-0.11,-0.11,43.5,10.943887574935788,19.04114597592449,21.97841076145167,32.34798000506723,28.09501555805399,0,0,0,1,0,1,away
ST,2026-08-12,72.8,2.89,4.5,"Crow-Armstrong, Pete",691718,676680,strikeout,called_strike,,,,,9.0,Pete Crow-Armstrong called out on strikes.,R,L,L,WSH,CHC,S,2.0,,3,2,2026,-1.28,0.16,0.5114711627206865,2.071189012402448,699393.0,621020.0,,1,6,Top,,,,,,,-2.467409947639118,-106.05515209993484,2.319757986173082,-9.288144593502375,17.09788622758316,-31.515771477593677,3.202452428,1.616190945,,,,72.4,2740.0,5.8,822698,695670,665953,683083,691781,682928,687605,696285,686611,54.68,,0.0,0.0,1.0,0.0,0.0,,55,9,Sweeper,4,5,5,4,5,4,5,4,Strategic,Standard,280.0,0.087,-0.422,,,,,0.422,,-1,1,0.245,0.755,30,24,30,24,1,3,1.0,1.0,3.0,1,4.11,-1.28,-1.28,8.5,,,,,,0,0,0,1,0,1,away
FF,2026-08-12,95.8,1.81,5.64,"Crow-Armstrong, Pete",691718,800600,strikeout,called_strike,,,,,7.0,Pete Crow-Armstrong called out on strikes.,R,L,L,WSH,CHC,S,2.0,,2,2,2026,0.99,1.18,-0.5758221990603798,1.902398886124728,,,,0,1,Top,,,,,,,-8.614736885554684,-139.22825565823297,-6.869926258312294,14.74026316268015,29.887813479336263,-15.427456131847086,3.202452428,1.616190945,,,,97.4,2269.0,7.2,822698,695670,665953,683083,691781,682928,687605,696285,686611,53.32,,0.0,0.0,1.0,0.0,0.0,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,151.0,0.019,-0.232,,,,,0.232,,0,0,0.503,0.497,23,24,23,24,1,0,,1.0,6.0,1,1.3,0.99,0.99,42.8,,,,,,0,0,0,1,0,1,away
